StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9,Q10
2026-02-04 11:57:03,2026-02-04 11:57:03,IP Address,,100,178,True,2026-02-04 11:57:03,R_E_0111,,,,,,,anonymous,EN,Male,Psychology,0.5,1.33,68.0,46.7,3,3,3,4,4,4,Fail,51.2
2026-02-05 12:04:16,2026-02-05 12:04:16,IP Address,,100,746,True,2026-02-05 12:04:16,R_E_0112,,,,,,,anonymous,EN,Female,Psychology,7.0,2.02,53.7,60.9,4,3,3,3,2,2,Pass,413.4
2026-02-06 13:11:29,2026-02-06 13:11:29,IP Address,,100,61,True,2026-02-06 13:11:29,R_E_0113,,,,,,,anonymous,EN,Male,Business,11.33,1.81,75.8,82.8,2,1,3,2,1,2,Pass,672.8
2026-02-07 14:18:42,2026-02-07 14:18:42,IP Address,,100,444,True,2026-02-07 14:18:42,R_E_0114,,,,,,,anonymous,EN,Female,Business,14.73,2.68,69.8,73.3,4,4,4,3,4,2,Pass,891.8
2026-02-08 15:25:55,2026-02-08 15:25:55,IP Address,,100,86,True,2026-02-08 15:25:55,R_E_0115,,,,,,,anonymous,EN,Female,Education,5.99,1.31,66.4,53.5,3,4,3,4,4,3,Fail,328.6
2026-02-09 16:32:08,2026-02-09 16:32:08,IP Address,,100,783,True,2026-02-09 16:32:08,R_E_0116,,,,,,,anonymous,EN,Female,Education,8.86,1.69,61.9,77.0,3,3,2,4,3,3,Pass,537.1
2026-02-10 08:39:21,2026-02-10 08:39:21,IP Address,,100,65,True,2026-02-10 08:39:21,R_E_0117,,,,,,,anonymous,EN,Male,Education,10.77,2.96,83.2,73.8,4,3,3,4,4,3,Pass,650.8
2026-02-11 09:46:34,2026-02-11 09:46:34,IP Address,,100,555,True,2026-02-11 09:46:34,R_E_0118,,,,,,,anonymous,EN,Male,Education,6.24,1.75,65.4,53.2,3,1,2,2,2,,Fail,384.0
2026-02-12 10:53:47,2026-02-12 10:53:47,IP Address,,100,63,True,2026-02-12 10:53:47,R_E_0119,,,,,,,anonymous,EN,Female,Business,9.19,1.15,73.4,71.3,4,4,4,3,3,3,Pass,530.7
2026-02-13 11:00:00,2026-02-13 11:00:00,IP Address,,100,109,True,2026-02-13 11:00:00,R_E_0120,,,,,,,anonymous,EN,Male,Education,7.09,1.85,64.1,66.1,,,4,5,3,4,Pass,431.5
2026-02-14 12:07:13,2026-02-14 12:07:13,IP Address,,100,421,True,2026-02-14 12:07:13,R_E_0121,,,,,,,anonymous,EN,Male,Business,9.4,2.07,62.7,54.1,4,3,5,4,5,,Fail,542.7
2026-02-15 13:14:26,2026-02-15 13:14:26,IP Address,,100,742,True,2026-02-15 13:14:26,R_E_0122,,,,,,,anonymous,EN,Female,Business,7.92,1.7,63.3,73.9,4,4,,3,3,3,Pass,468.2
2026-02-16 14:21:39,2026-02-16 14:21:39,IP Address,,100,356,True,2026-02-16 14:21:39,R_E_0123,,,,,,,anonymous,EN,Female,Business,7.32,2.85,60.5,65.9,3,3,4,1,3,3,Pass,450.8
2026-02-17 15:28:52,2026-02-17 15:28:52,IP Address,,100,789,True,2026-02-17 15:28:52,R_E_0124,,,,,,,anonymous,EN,Male,Psychology,11.81,2.57,76.1,76.5,2,2,2,2,3,2,Pass,707.6
2026-02-18 16:35:05,2026-02-18 16:35:05,IP Address,,100,715,True,2026-02-18 16:35:05,R_E_0125,,,,,,,anonymous,EN,Male,Business,3.96,1.89,61.3,46.2,2,3,3,2,2,2,Fail,252.8
2026-02-19 08:42:18,2026-02-19 08:42:18,IP Address,,100,605,True,2026-02-19 08:42:18,R_E_0126,,,,,,,anonymous,EN,Female,Education,6.25,2.1,51.0,55.2,2,3,3,4,3,3,Fail,406.6
2026-02-20 09:49:31,2026-02-20 09:49:31,IP Address,,100,298,True,2026-02-20 09:49:31,R_E_0127,,,,,,,anonymous,EN,Male,Psychology,10.16,2.14,78.2,95.4,2,2,2,1,3,1,Pass,617.6
2026-02-21 10:56:44,2026-02-21 10:56:44,IP Address,,100,246,True,2026-02-21 10:56:44,R_E_0128,,,,,,,anonymous,EN,Female,Psychology,12.0,2.15,54.6,71.8,5,4,4,5,4,4,Pass,721.9
2026-02-22 11:03:57,2026-02-22 11:03:57,IP Address,,100,573,True,2026-02-22 11:03:57,R_E_0129,,,,,,,anonymous,EN,Male,Education,3.38,1.55,52.1,52.2,2,3,2,1,2,2,Fail,202.7
2026-02-23 12:10:10,2026-02-23 12:10:10,IP Address,,100,682,True,2026-02-23 12:10:10,R_E_0130,,,,,,,anonymous,EN,Female,Education,6.29,2.47,80.1,75.6,3,1,3,3,2,3,Pass,370.7
2026-02-24 13:17:23,2026-02-24 13:17:23,IP Address,,100,780,True,2026-02-24 13:17:23,R_E_0131,,,,,,,anonymous,EN,Male,Business,12.46,2.34,73.4,69.1,2,2,2,3,3,2,Pass,748.1
2026-02-25 14:24:36,2026-02-25 14:24:36,IP Address,,100,313,True,2026-02-25 14:24:36,R_E_0132,,,,,,,anonymous,EN,Male,Business,8.63,1.7,62.1,59.8,2,2,4,2,2,3,Fail,514.7
2026-02-26 15:31:49,2026-02-26 15:31:49,IP Address,,100,701,True,2026-02-26 15:31:49,R_E_0133,,,,,,,anonymous,EN,Female,Education,2.76,2.49,64.2,50.2,1,1,1,1,1,2,Fail,184.0
2026-02-27 16:38:02,2026-02-27 16:38:02,IP Address,,100,586,True,2026-02-27 16:38:02,R_E_0134,,,,,,,anonymous,EN,Female,Psychology,3.37,2.81,73.2,70.4,2,3,3,,4,3,Pass,199.1
2026-02-01 08:45:15,2026-02-01 08:45:15,IP Address,,100,471,True,2026-02-01 08:45:15,R_E_0135,,,,,,,anonymous,EN,Female,Psychology,3.74,1.87,54.6,55.3,3,3,4,4,4,3,Fail,218.8
2026-02-02 09:52:28,2026-02-02 09:52:28,IP Address,,100,421,True,2026-02-02 09:52:28,R_E_0136,,,,,,,anonymous,EN,Male,Psychology,15.54,2.55,58.5,77.8,4,5,3,5,4,4,Pass,925.0
2026-02-03 10:59:41,2026-02-03 10:59:41,IP Address,,100,440,True,2026-02-03 10:59:41,R_E_0137,,,,,,,anonymous,EN,Male,Education,6.52,2.71,85.3,70.5,,3,3,4,3,3,Pass,387.1
2026-02-04 11:06:54,2026-02-04 11:06:54,IP Address,,100,318,True,2026-02-04 11:06:54,R_E_0138,,,,,,,anonymous,EN,Female,Psychology,11.86,2.11,70.2,74.1,4,3,3,3,4,5,Pass,705.1
2026-02-05 12:13:07,2026-02-05 12:13:07,IP Address,,100,102,True,2026-02-05 12:13:07,R_E_0139,,,,,,,anonymous,EN,Female,Business,2.83,2.37,72.9,59.3,,2,2,2,3,4,Fail,176.3
2026-02-06 13:20:20,2026-02-06 13:20:20,IP Address,,100,713,True,2026-02-06 13:20:20,R_E_0140,,,,,,,anonymous,EN,Male,Education,4.66,2.41,58.8,60.5,3,,3,3,4,4,Pass,268.2
2026-02-07 14:27:33,2026-02-07 14:27:33,IP Address,,100,603,True,2026-02-07 14:27:33,R_E_0141,,,,,,,anonymous,EN,Male,Business,8.78,1.45,75.7,65.0,4,3,3,3,3,3,Pass,519.0
2026-02-08 15:34:46,2026-02-08 15:34:46,IP Address,,100,61,True,2026-02-08 15:34:46,R_E_0142,,,,,,,anonymous,EN,Male,Psychology,1.7,1.64,59.6,69.7,1,,1,2,2,2,Pass,113.6
2026-02-09 16:41:59,2026-02-09 16:41:59,IP Address,,100,678,True,2026-02-09 16:41:59,R_E_0143,,,,,,,anonymous,EN,Nonbinary,Business,7.67,2.36,63.0,56.2,2,3,2,2,3,3,Fail,484.7
2026-02-10 08:48:12,2026-02-10 08:48:12,IP Address,,100,767,True,2026-02-10 08:48:12,R_E_0144,,,,,,,anonymous,EN,Female,Business,10.22,1.98,71.6,80.7,,2,3,2,2,2,Pass,616.2
2026-02-11 09:55:25,2026-02-11 09:55:25,IP Address,,100,348,True,2026-02-11 09:55:25,R_E_0145,,,,,,,anonymous,EN,Female,Education,8.32,2.24,82.1,78.7,2,2,3,3,4,1,Pass,503.1
2026-02-12 10:02:38,2026-02-12 10:02:38,IP Address,,100,125,True,2026-02-12 10:02:38,R_E_0146,,,,,,,anonymous,EN,Male,Psychology,0.5,2.64,69.3,48.9,3,3,3,3,4,3,Fail,4.4
2026-02-13 11:09:51,2026-02-13 11:09:51,IP Address,,100,227,True,2026-02-13 11:09:51,R_E_0147,,,,,,,anonymous,EN,Female,Psychology,7.33,1.56,30.9,41.2,4,4,5,4,5,4,Fail,444.4
2026-02-14 12:16:04,2026-02-14 12:16:04,IP Address,,100,175,True,2026-02-14 12:16:04,R_E_0148,,,,,,,anonymous,EN,Female,Business,8.62,1.32,67.6,64.4,2,3,3,3,3,3,Pass,516.3
2026-02-15 13:23:17,2026-02-15 13:23:17,IP Address,,100,804,True,2026-02-15 13:23:17,R_E_0149,,,,,,,anonymous,EN,Female,Education,12.91,2.09,63.6,77.4,1,1,2,1,,1,Pass,791.7
2026-02-16 14:30:30,2026-02-16 14:30:30,IP Address,,100,843,True,2026-02-16 14:30:30,R_E_0150,,,,,,,anonymous,EN,Male,Psychology,2.56,2.14,48.4,42.1,3,3,2,3,2,3,Fail,181.0
2026-02-17 15:37:43,2026-02-17 15:37:43,IP Address,,100,328,True,2026-02-17 15:37:43,R_E_0151,,,,,,,anonymous,EN,Female,Education,9.68,1.86,58.8,65.2,3,4,4,4,3,4,Pass,568.0
2026-02-18 16:44:56,2026-02-18 16:44:56,IP Address,,100,561,True,2026-02-18 16:44:56,R_E_0152,,,,,,,anonymous,EN,Male,Psychology,5.04,2.28,76.2,82.0,2,2,1,2,1,2,Pass,323.2
2026-02-19 08:51:09,2026-02-19 08:51:09,IP Address,,100,646,True,2026-02-19 08:51:09,R_E_0153,,,,,,,anonymous,EN,Female,Psychology,9.63,1.68,65.3,74.7,3,3,3,3,3,3,Pass,584.9
2026-02-20 09:58:22,2026-02-20 09:58:22,IP Address,,100,286,True,2026-02-20 09:58:22,R_E_0154,,,,,,,anonymous,EN,Nonbinary,Education,1.59,2.78,86.4,58.9,1,1,1,1,2,1,Fail,80.4
2026-02-21 10:05:35,2026-02-21 10:05:35,IP Address,,100,717,True,2026-02-21 10:05:35,R_E_0155,,,,,,,anonymous,EN,Female,Psychology,6.46,2.41,80.9,76.1,5,4,5,5,5,4,Pass,392.8
2026-02-22 11:12:48,2026-02-22 11:12:48,IP Address,,100,752,True,2026-02-22 11:12:48,R_E_0156,,,,,,,anonymous,EN,Female,Business,7.06,2.46,70.8,69.1,3,2,2,2,2,2,Pass,416.5
2026-02-23 12:19:01,2026-02-23 12:19:01,IP Address,,100,651,True,2026-02-23 12:19:01,R_E_0157,,,,,,,anonymous,EN,Female,Education,6.07,,74.4,58.4,3,4,5,4,4,5,Fail,368.3
2026-02-24 13:26:14,2026-02-24 13:26:14,IP Address,,100,331,True,2026-02-24 13:26:14,R_E_0158,,,,,,,anonymous,EN,Male,Psychology,11.98,2.58,63.5,80.9,3,2,3,4,3,3,Pass,709.8
2026-02-25 14:33:27,2026-02-25 14:33:27,IP Address,,100,858,True,2026-02-25 14:33:27,R_E_0159,,,,,,,anonymous,EN,Female,Education,4.67,2.53,66.1,69.1,2,3,3,4,,4,Pass,266.6
2026-02-26 15:40:40,2026-02-26 15:40:40,IP Address,,100,642,True,2026-02-26 15:40:40,R_E_0160,,,,,,,anonymous,EN,Female,Psychology,2.44,1.95,76.8,56.4,3,2,3,3,3,1,Fail,150.8
2026-02-27 16:47:53,2026-02-27 16:47:53,IP Address,,100,386,True,2026-02-27 16:47:53,R_E_0161,,,,,,,anonymous,EN,Male,Psychology,15.79,2.44,67.5,77.7,2,1,1,1,1,2,Pass,957.4
2026-02-01 08:54:06,2026-02-01 08:54:06,IP Address,,100,65,True,2026-02-01 08:54:06,R_E_0162,,,,,,,anonymous,EN,Female,Business,8.07,1.98,65.4,57.5,4,4,5,4,4,4,Fail,492.3
2026-02-02 09:01:19,2026-02-02 09:01:19,IP Address,,100,172,True,2026-02-02 09:01:19,R_E_0163,,,,,,,anonymous,EN,Female,Education,13.29,2.14,65.6,66.0,3,,4,2,4,4,Pass,803.4
2026-02-03 10:08:32,2026-02-03 10:08:32,IP Address,,100,214,True,2026-02-03 10:08:32,R_E_0164,,,,,,,anonymous,EN,Female,Psychology,3.36,2.26,65.0,66.3,3,2,2,2,2,3,Pass,193.0
2026-02-04 11:15:45,2026-02-04 11:15:45,IP Address,,100,700,True,2026-02-04 11:15:45,R_E_0165,,,,,,,anonymous,EN,Male,Business,5.88,2.24,75.1,59.5,3,3,2,2,2,3,Fail,344.6
2026-02-05 12:22:58,2026-02-05 12:22:58,IP Address,,100,378,True,2026-02-05 12:22:58,R_E_0166,,,,,,,anonymous,EN,Male,Psychology,11.29,2.78,71.1,74.5,3,2,2,3,3,3,Pass,688.6
2026-02-06 13:29:11,2026-02-06 13:29:11,IP Address,,100,641,True,2026-02-06 13:29:11,R_E_0167,,,,,,,anonymous,EN,Female,Education,8.1,,77.5,65.4,4,4,4,4,4,5,Pass,501.8
2026-02-07 14:36:24,2026-02-07 14:36:24,IP Address,,100,397,True,2026-02-07 14:36:24,R_E_0168,,,,,,,anonymous,EN,Female,Business,13.31,2.06,66.3,65.0,3,4,3,4,4,3,Pass,798.6
2026-02-08 15:43:37,2026-02-08 15:43:37,IP Address,,100,497,True,2026-02-08 15:43:37,R_E_0169,,,,,,,anonymous,EN,Female,Business,5.51,2.34,75.4,65.4,3,3,4,3,3,3,Pass,321.9
2026-02-09 16:50:50,2026-02-09 16:50:50,IP Address,,100,66,True,2026-02-09 16:50:50,R_E_0170,,,,,,,anonymous,EN,Female,Psychology,2.13,1.96,59.2,50.8,5,5,3,5,5,5,Fail,130.9
2026-02-10 08:57:03,2026-02-10 08:57:03,IP Address,,100,633,True,2026-02-10 08:57:03,R_E_0171,,,,,,,anonymous,EN,Male,Business,4.98,2.45,70.6,67.7,3,3,2,3,2,2,Pass,307.3
2026-02-11 09:04:16,2026-02-11 09:04:16,IP Address,,100,338,True,2026-02-11 09:04:16,R_E_0172,,,,,,,anonymous,EN,Female,Education,6.78,1.88,85.0,76.1,4,5,4,4,4,4,Pass,412.2
2026-02-12 10:11:29,2026-02-12 10:11:29,IP Address,,100,364,True,2026-02-12 10:11:29,R_E_0173,,,,,,,anonymous,EN,Female,Education,1.83,2.11,83.9,66.7,3,4,3,2,3,3,Pass,109.3
2026-02-13 11:18:42,2026-02-13 11:18:42,IP Address,,100,283,True,2026-02-13 11:18:42,R_E_0174,,,,,,,anonymous,EN,Female,Psychology,10.06,1.86,63.7,84.9,5,4,4,5,4,,Pass,605.9
2026-02-14 12:25:55,2026-02-14 12:25:55,IP Address,,100,693,True,2026-02-14 12:25:55,R_E_0175,,,,,,,anonymous,EN,Male,Business,5.99,2.2,67.0,57.3,,1,1,1,2,1,Fail,366.2
2026-02-15 13:32:08,2026-02-15 13:32:08,IP Address,,100,106,True,2026-02-15 13:32:08,R_E_0176,,,,,,,anonymous,EN,Male,Psychology,10.55,1.93,84.0,78.1,2,2,1,1,2,2,Pass,635.4
2026-02-16 14:39:21,2026-02-16 14:39:21,IP Address,,100,364,True,2026-02-16 14:39:21,R_E_0177,,,,,,,anonymous,EN,Male,Education,7.63,1.99,67.4,65.6,2,1,2,2,2,1,Pass,458.2
2026-02-17 15:46:34,2026-02-17 15:46:34,IP Address,,100,86,True,2026-02-17 15:46:34,R_E_0178,,,,,,,anonymous,EN,Male,Psychology,11.82,2.47,94.1,98.5,3,3,,3,3,3,Pass,715.8
2026-02-18 16:53:47,2026-02-18 16:53:47,IP Address,,100,62,True,2026-02-18 16:53:47,R_E_0179,,,,,,,anonymous,EN,Female,Education,3.86,2.24,69.4,67.4,4,3,4,3,4,3,Pass,226.3
2026-02-19 08:00:00,2026-02-19 08:00:00,IP Address,,100,536,True,2026-02-19 08:00:00,R_E_0180,,,,,,,anonymous,EN,Female,Psychology,10.25,,89.5,89.8,3,,3,4,4,5,Pass,626.4
2026-02-20 09:07:13,2026-02-20 09:07:13,IP Address,,100,332,True,2026-02-20 09:07:13,R_E_0181,,,,,,,anonymous,EN,Male,Business,16.82,1.07,55.4,75.3,3,3,4,3,2,3,Pass,989.1
2026-02-21 10:14:26,2026-02-21 10:14:26,IP Address,,100,675,True,2026-02-21 10:14:26,R_E_0182,,,,,,,anonymous,EN,Male,Psychology,12.08,2.13,58.7,66.7,3,3,4,4,3,3,Pass,714.4
2026-02-22 11:21:39,2026-02-22 11:21:39,IP Address,,100,558,True,2026-02-22 11:21:39,R_E_0183,,,,,,,anonymous,EN,Male,Education,12.77,2.19,50.7,59.3,3,4,4,3,2,4,Fail,767.4
2026-02-23 12:28:52,2026-02-23 12:28:52,IP Address,,100,212,True,2026-02-23 12:28:52,R_E_0184,,,,,,,anonymous,EN,Female,Psychology,16.36,2.3,74.4,87.9,4,3,2,3,2,2,Pass,965.0
2026-02-24 13:35:05,2026-02-24 13:35:05,IP Address,,100,383,True,2026-02-24 13:35:05,R_E_0185,,,,,,,anonymous,EN,Female,Psychology,13.26,1.71,63.4,79.1,2,2,3,3,2,3,Pass,796.3
2026-02-25 14:42:18,2026-02-25 14:42:18,IP Address,,100,662,True,2026-02-25 14:42:18,R_E_0186,,,,,,,anonymous,EN,Male,Psychology,8.81,2.03,65.8,70.8,4,5,4,5,4,3,Pass,539.0
2026-02-26 15:49:31,2026-02-26 15:49:31,IP Address,,100,490,True,2026-02-26 15:49:31,R_E_0187,,,,,,,anonymous,EN,Male,Psychology,9.65,1.79,63.8,71.9,2,2,2,3,3,3,Pass,574.0
2026-02-27 16:56:44,2026-02-27 16:56:44,IP Address,,100,212,True,2026-02-27 16:56:44,R_E_0188,,,,,,,anonymous,EN,Female,Education,42.0,2.05,83.4,86.5,1,2,1,,3,3,Pass,2518.2
2026-02-01 08:03:57,2026-02-01 08:03:57,IP Address,,100,771,True,2026-02-01 08:03:57,R_E_0189,,,,,,,anonymous,EN,Female,Business,8.74,2.2,71.6,76.4,2,2,3,2,3,2,Pass,545.9
2026-02-02 09:10:10,2026-02-02 09:10:10,IP Address,,100,526,True,2026-02-02 09:10:10,R_E_0190,,,,,,,anonymous,EN,Female,Business,8.7,1.7,65.7,56.8,5,4,,4,5,4,Fail,516.6
2026-02-03 10:17:23,2026-02-03 10:17:23,IP Address,,100,833,True,2026-02-03 10:17:23,R_E_0191,,,,,,,anonymous,EN,Female,Psychology,12.2,1.53,48.1,64.2,3,3,3,2,3,3,Pass,728.5
2026-02-04 11:24:36,2026-02-04 11:24:36,IP Address,,100,487,True,2026-02-04 11:24:36,R_E_0192,,,,,,,anonymous,EN,Female,Business,11.05,1.5,60.6,65.7,4,3,2,,4,,Pass,673.8
2026-02-05 12:31:49,2026-02-05 12:31:49,IP Address,,100,549,True,2026-02-05 12:31:49,R_E_0193,,,,,,,anonymous,EN,Male,Business,9.64,2.06,75.6,57.5,3,2,3,4,4,4,Fail,563.3
2026-02-06 13:38:02,2026-02-06 13:38:02,IP Address,,100,578,True,2026-02-06 13:38:02,R_E_0194,,,,,,,anonymous,EN,Male,Business,5.14,1.3,55.0,59.4,4,4,5,,4,5,Fail,317.9
2026-02-07 14:45:15,2026-02-07 14:45:15,IP Address,,100,629,True,2026-02-07 14:45:15,R_E_0195,,,,,,,anonymous,EN,Male,Education,7.15,1.15,54.1,65.0,4,4,3,2,4,4,Pass,434.5
2026-02-08 15:52:28,2026-02-08 15:52:28,IP Address,,100,740,True,2026-02-08 15:52:28,R_E_0196,,,,,,,anonymous,EN,Male,Business,7.06,1.92,66.1,61.7,3,3,4,5,3,3,Pass,420.7
2026-02-09 16:59:41,2026-02-09 16:59:41,IP Address,,100,841,True,2026-02-09 16:59:41,R_E_0197,,,,,,,anonymous,EN,Nonbinary,Education,1.05,2.04,82.9,62.1,2,3,3,4,2,4,Pass,83.9
2026-02-10 08:06:54,2026-02-10 08:06:54,IP Address,,100,338,True,2026-02-10 08:06:54,R_E_0198,,,,,,,anonymous,EN,Female,Business,8.11,2.25,60.9,58.0,3,2,3,3,3,2,Fail,476.4
2026-02-11 09:13:07,2026-02-11 09:13:07,IP Address,,100,533,True,2026-02-11 09:13:07,R_E_0199,,,,,,,anonymous,EN,Male,Business,8.55,1.85,47.7,44.5,3,4,4,4,5,5,Fail,530.2
2026-02-12 10:20:20,2026-02-12 10:20:20,IP Address,,100,522,True,2026-02-12 10:20:20,R_E_0200,,,,,,,anonymous,EN,Male,Psychology,10.73,1.57,78.1,67.1,2,1,2,2,1,3,Pass,635.0
2026-02-13 11:27:33,2026-02-13 11:27:33,IP Address,,100,177,True,2026-02-13 11:27:33,R_E_0201,,,,,,,anonymous,EN,Female,Education,6.9,1.98,56.2,47.0,3,3,2,3,3,3,Fail,416.5
2026-02-14 12:34:46,2026-02-14 12:34:46,IP Address,,100,715,True,2026-02-14 12:34:46,R_E_0202,,,,,,,anonymous,EN,Female,Psychology,3.8,2.52,62.8,62.0,3,3,2,2,3,3,Pass,228.8
2026-02-15 13:41:59,2026-02-15 13:41:59,IP Address,,100,607,True,2026-02-15 13:41:59,R_E_0203,,,,,,,anonymous,EN,Male,Education,6.72,1.82,74.2,73.3,2,3,2,2,4,2,Pass,401.9
2026-02-16 14:48:12,2026-02-16 14:48:12,IP Address,,100,594,True,2026-02-16 14:48:12,R_E_0204,,,,,,,anonymous,EN,Female,Education,8.46,2.06,73.3,72.4,3,2,,3,2,2,Pass,505.3
2026-02-17 15:55:25,2026-02-17 15:55:25,IP Address,,100,338,True,2026-02-17 15:55:25,R_E_0205,,,,,,,anonymous,EN,Female,Psychology,6.32,1.91,81.7,74.4,2,3,2,2,2,3,Pass,381.4
2026-02-18 16:02:38,2026-02-18 16:02:38,IP Address,,100,309,True,2026-02-18 16:02:38,R_E_0206,,,,,,,anonymous,EN,Female,Psychology,10.08,,63.3,80.4,4,4,3,4,4,,Pass,616.2
2026-02-19 08:09:51,2026-02-19 08:09:51,IP Address,,100,660,True,2026-02-19 08:09:51,R_E_0207,,,,,,,anonymous,EN,Male,Education,8.3,2.19,71.0,68.5,3,,3,,4,4,Pass,494.4
2026-02-20 09:16:04,2026-02-20 09:16:04,IP Address,,100,388,True,2026-02-20 09:16:04,R_E_0208,,,,,,,anonymous,EN,Male,Education,4.37,1.89,51.2,42.9,1,2,3,2,2,3,Fail,237.6
2026-02-21 10:23:17,2026-02-21 10:23:17,IP Address,,100,328,True,2026-02-21 10:23:17,R_E_0209,,,,,,,anonymous,EN,Female,Education,13.26,1.93,51.8,68.0,,4,3,4,3,4,Pass,786.1
2026-02-22 11:30:30,2026-02-22 11:30:30,IP Address,,100,857,True,2026-02-22 11:30:30,R_E_0210,,,,,,,anonymous,EN,Male,Business,11.08,2.02,71.4,73.2,4,3,4,4,4,,Pass,655.5
2026-02-23 12:37:43,2026-02-23 12:37:43,IP Address,,100,318,True,2026-02-23 12:37:43,R_E_0211,,,,,,,anonymous,EN,Female,Business,12.61,2.24,88.1,97.4,5,3,5,4,4,4,Pass,754.8
2026-02-24 13:44:56,2026-02-24 13:44:56,IP Address,,100,306,True,2026-02-24 13:44:56,R_E_0212,,,,,,,anonymous,EN,Male,Education,1.91,1.69,65.4,66.8,4,4,4,3,4,4,Pass,111.6
2026-02-25 14:51:09,2026-02-25 14:51:09,IP Address,,100,604,True,2026-02-25 14:51:09,R_E_0213,,,,,,,anonymous,EN,Female,Business,8.68,2.15,57.4,60.5,3,3,4,3,4,3,Pass,519.6
2026-02-26 15:58:22,2026-02-26 15:58:22,IP Address,,100,876,True,2026-02-26 15:58:22,R_E_0214,,,,,,,anonymous,EN,Male,Business,14.49,1.58,55.9,74.3,4,3,,5,4,4,Pass,894.6
2026-02-27 16:05:35,2026-02-27 16:05:35,IP Address,,100,783,True,2026-02-27 16:05:35,R_E_0215,,,,,,,anonymous,EN,Female,Education,14.2,1.24,46.2,69.5,4,4,4,4,5,4,Pass,843.7
2026-02-01 08:12:48,2026-02-01 08:12:48,IP Address,,100,136,True,2026-02-01 08:12:48,R_E_0216,,,,,,,anonymous,EN,Female,Psychology,3.68,2.22,61.0,54.2,2,3,4,3,5,4,Fail,213.8
2026-02-02 09:19:01,2026-02-02 09:19:01,IP Address,,100,806,True,2026-02-02 09:19:01,R_E_0217,,,,,,,anonymous,EN,Nonbinary,Business,8.32,2.02,48.3,53.7,3,4,3,2,3,4,Fail,490.2
2026-02-03 10:26:14,2026-02-03 10:26:14,IP Address,,100,825,True,2026-02-03 10:26:14,R_E_0218,,,,,,,anonymous,EN,Male,Education,0.5,2.33,71.2,58.0,5,5,5,5,5,5,Fail,41.2
2026-02-04 11:33:27,2026-02-04 11:33:27,IP Address,,100,77,True,2026-02-04 11:33:27,R_E_0219,,,,,,,anonymous,EN,Female,Education,3.55,,57.7,66.6,4,3,4,3,3,5,Pass,229.5
