StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,SC0
2026-02-23 12:01:19,2026-02-23 12:01:19,IP Address,,100,300,True,2026-02-23 12:01:19,R_B_PRE_0103,,,,,,,anonymous,EN,Intervention B,A,D,D,D,B,A,B,C,D,B,D,C,A,A,C,C,B,A,A,D,11
2026-02-04 11:48:12,2026-02-04 11:48:12,IP Address,,100,529,True,2026-02-04 11:48:12,R_B_PRE_0084,,,,,,,anonymous,EN,Intervention A,D,B,C,D,C,A,C,C,B,B,D,B,D,D,C,B,D,B,A,C,9
2026-02-18 16:08:32,2026-02-18 16:08:32,IP Address,,100,629,True,2026-02-18 16:08:32,R_B_PRE_0044,,,,,,,anonymous,EN,Control,C,B,D,D,B,D,A,D,B,A,C,D,A,B,C,D,D,D,B,B,10
2026-02-17 15:28:52,2026-02-17 15:28:52,IP Address,,100,630,True,2026-02-17 15:28:52,R_B_PRE_0124,,,,,,,anonymous,EN,Intervention B,A,A,D,B,A,B,B,C,A,A,B,A,B,B,B,D,B,B,C,C,6
2026-02-26 15:31:49,2026-02-26 15:31:49,IP Address,,100,496,True,2026-02-26 15:31:49,R_B_PRE_0133,,,,,,,anonymous,EN,Intervention B,D,D,D,D,B,B,B,C,B,B,C,B,D,C,B,C,D,C,B,B,13
2026-02-07 14:42:18,2026-02-07 14:42:18,IP Address,,100,187,True,2026-02-07 14:42:18,R_B_PRE_0006,,,,,,,anonymous,EN,Control,D,C,D,C,B,A,A,C,B,B,C,B,A,B,C,D,B,D,A,D,14
2026-02-24 13:41:59,2026-02-24 13:41:59,IP Address,,100,443,True,2026-02-24 13:41:59,R_B_PRE_0023,,,,,,,anonymous,EN,Control,D,D,D,A,B,A,B,D,B,B,C,B,D,A,A,B,C,D,B,C,10
2026-02-19 08:15:45,2026-02-19 08:15:45,IP Address,,100,682,True,2026-02-19 08:15:45,R_B_PRE_0045,,,,,,,anonymous,EN,Intervention A,A,C,A,D,D,B,D,D,B,B,D,C,A,B,A,A,C,B,B,B,9
2026-02-24 13:59:41,2026-02-24 13:59:41,IP Address,,100,288,True,2026-02-24 13:59:41,R_B_PRE_0077,,,,,,,anonymous,EN,Intervention A,D,B,D,D,B,A,B,C,B,B,B,B,C,D,C,C,D,B,B,A,14
2026-02-04 11:21:39,2026-02-04 11:21:39,IP Address,,100,769,True,2026-02-04 11:21:39,R_B_PRE_0003,,,,,,,anonymous,EN,Control,D,B,D,C,B,A,C,D,B,B,C,D,A,B,C,C,B,D,B,C,13
2026-02-13 11:00:00,2026-02-13 11:00:00,IP Address,,100,680,True,2026-02-13 11:00:00,R_B_PRE_0120,,,,,,,anonymous,EN,Intervention B,A,A,D,D,B,D,D,C,B,B,C,A,C,D,C,B,A,B,D,B,10
2026-02-16 14:54:06,2026-02-16 14:54:06,IP Address,,100,744,True,2026-02-16 14:54:06,R_B_PRE_0042,,,,,,,anonymous,EN,Control,D,C,D,D,B,D,A,C,B,B,B,A,A,B,D,C,B,B,D,A,13
2026-02-03 10:23:17,2026-02-03 10:23:17,IP Address,,100,71,True,2026-02-03 10:23:17,R_B_PRE_0029,,,,,,,anonymous,EN,Control,C,A,D,C,B,C,C,A,A,A,B,B,A,D,B,D,C,B,B,C,6
2026-02-20 09:40:40,2026-02-20 09:40:40,IP Address,,100,695,True,2026-02-20 09:40:40,R_B_PRE_0100,,,,,,,anonymous,EN,Intervention B,C,D,D,D,B,A,B,C,A,C,C,B,C,D,A,A,D,A,B,A,9
2026-02-18 16:17:23,2026-02-18 16:17:23,IP Address,,100,426,True,2026-02-18 16:17:23,R_B_PRE_0071,,,,,,,anonymous,EN,Intervention A,A,A,C,D,A,D,B,C,B,B,A,B,A,B,C,C,D,C,B,A,11
2026-02-24 13:08:32,2026-02-24 13:08:32,IP Address,,100,376,True,2026-02-24 13:08:32,R_B_PRE_0104,,,,,,,anonymous,EN,Intervention B,D,C,A,A,B,A,C,B,B,B,C,B,B,C,C,C,D,B,B,B,13
2026-02-05 12:46:34,2026-02-05 12:46:34,IP Address,,100,429,True,2026-02-05 12:46:34,R_B_PRE_0058,,,,,,,anonymous,EN,Intervention A,D,D,D,D,B,A,C,C,B,B,D,C,A,B,D,B,B,B,C,B,13
2026-02-12 10:35:05,2026-02-12 10:35:05,IP Address,,100,769,True,2026-02-12 10:35:05,R_B_PRE_0065,,,,,,,anonymous,EN,Intervention A,D,C,D,D,B,B,B,C,B,B,C,D,C,A,C,C,C,D,B,A,13
2026-02-12 10:53:47,2026-02-12 10:53:47,IP Address,,100,460,True,2026-02-12 10:53:47,R_B_PRE_0119,,,,,,,anonymous,EN,Intervention B,B,C,B,D,B,A,A,B,B,B,A,D,A,C,C,C,C,B,A,B,11
2026-02-11 09:28:52,2026-02-11 09:28:52,IP Address,,100,397,True,2026-02-11 09:28:52,R_B_PRE_0064,,,,,,,anonymous,EN,Intervention A,D,C,A,D,A,A,A,B,B,A,C,B,D,B,C,A,C,B,C,D,10
2026-02-19 08:42:18,2026-02-19 08:42:18,IP Address,,100,426,True,2026-02-19 08:42:18,R_B_PRE_0126,,,,,,,anonymous,EN,Intervention B,A,A,D,D,A,C,D,A,B,B,C,B,B,C,C,D,C,D,C,C,7
2026-02-16 14:12:48,2026-02-16 14:12:48,IP Address,,100,310,True,2026-02-16 14:12:48,R_B_PRE_0096,,,,,,,anonymous,EN,Intervention B,D,B,C,B,B,B,C,C,B,C,C,C,A,B,B,D,B,C,D,B,9
2026-02-01 08:27:33,2026-02-01 08:27:33,IP Address,,100,100,True,2026-02-01 08:27:33,R_B_PRE_0081,,,,,,,anonymous,EN,Intervention A,D,C,C,B,B,C,B,C,D,A,C,A,A,B,D,B,A,B,D,B,10
2026-02-15 13:56:44,2026-02-15 13:56:44,IP Address,,100,367,True,2026-02-15 13:56:44,R_B_PRE_0068,,,,,,,anonymous,EN,Intervention A,A,C,D,D,B,A,C,A,B,B,A,B,C,B,C,A,B,B,B,B,14
2026-02-25 14:15:45,2026-02-25 14:15:45,IP Address,,100,469,True,2026-02-25 14:15:45,R_B_PRE_0105,,,,,,,anonymous,EN,Intervention B,A,D,C,C,B,D,B,C,D,D,C,D,A,A,C,B,B,B,B,A,9
2026-02-20 09:13:07,2026-02-20 09:13:07,IP Address,,100,577,True,2026-02-20 09:13:07,R_B_PRE_0019,,,,,,,anonymous,EN,Control,B,A,D,D,B,A,B,A,B,D,C,D,B,D,D,A,C,D,B,A,8
2026-02-07 14:09:51,2026-02-07 14:09:51,IP Address,,100,517,True,2026-02-07 14:09:51,R_B_PRE_0087,,,,,,,anonymous,EN,Intervention A,B,A,D,A,B,C,A,B,C,B,C,A,A,D,C,A,D,D,C,C,6
2026-02-23 12:10:10,2026-02-23 12:10:10,IP Address,,100,374,True,2026-02-23 12:10:10,R_B_PRE_0130,,,,,,,anonymous,EN,Intervention B,B,D,C,D,D,D,B,A,A,B,A,B,C,B,C,B,C,D,B,B,8
2026-02-17 15:01:19,2026-02-17 15:01:19,IP Address,,100,762,True,2026-02-17 15:01:19,R_B_PRE_0043,,,,,,,anonymous,EN,Control,C,D,D,B,B,B,B,C,B,B,B,D,A,A,C,B,A,B,B,B,11
2026-02-27 16:02:38,2026-02-27 16:02:38,IP Address,,100,318,True,2026-02-27 16:02:38,R_B_PRE_0026,,,,,,,anonymous,EN,Control,D,C,D,A,B,C,B,C,B,C,C,D,A,B,A,C,B,C,D,B,13
2026-02-02 09:25:55,2026-02-02 09:25:55,IP Address,,100,225,True,2026-02-02 09:25:55,R_B_PRE_0055,,,,,,,anonymous,EN,Intervention A,B,B,B,D,B,D,C,C,B,C,C,B,D,A,C,B,B,A,B,D,9
2026-02-22 11:27:33,2026-02-22 11:27:33,IP Address,,100,196,True,2026-02-22 11:27:33,R_B_PRE_0021,,,,,,,anonymous,EN,Control,B,B,D,A,A,A,D,A,B,B,A,C,C,B,C,C,A,D,B,C,8
2026-02-15 13:14:26,2026-02-15 13:14:26,IP Address,,100,495,True,2026-02-15 13:14:26,R_B_PRE_0122,,,,,,,anonymous,EN,Intervention B,B,C,D,B,D,D,B,C,B,D,C,D,A,A,C,D,B,B,B,A,11
2026-02-10 08:30:30,2026-02-10 08:30:30,IP Address,,100,724,True,2026-02-10 08:30:30,R_B_PRE_0090,,,,,,,anonymous,EN,Intervention A,D,C,D,D,B,A,B,C,B,A,C,B,A,B,C,D,B,B,B,B,18
2026-02-07 14:18:42,2026-02-07 14:18:42,IP Address,,100,381,True,2026-02-07 14:18:42,R_B_PRE_0114,,,,,,,anonymous,EN,Intervention B,D,C,A,A,B,A,B,C,B,B,C,B,D,B,C,C,A,A,B,B,15
