StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5_pre,Q5_post,Q6_1,Q6_2,Q6_3
2026-02-01 08:45:15,2026-02-01 08:45:15,IP Address,,100,77,True,2026-02-01 08:45:15,R_F_0135,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,Yes,Yes
2026-02-02 09:52:28,2026-02-02 09:52:28,IP Address,,100,384,True,2026-02-02 09:52:28,R_F_0136,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,Yes,Yes
2026-02-03 10:59:41,2026-02-03 10:59:41,IP Address,,100,289,True,2026-02-03 10:59:41,R_F_0137,,,,,,,anonymous,EN,Business,Pass,No,No,Yes,Yes,Yes,Yes
2026-02-04 11:06:54,2026-02-04 11:06:54,IP Address,,100,98,True,2026-02-04 11:06:54,R_F_0138,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,Yes
2026-02-05 12:13:07,2026-02-05 12:13:07,IP Address,,100,324,True,2026-02-05 12:13:07,R_F_0139,,,,,,,anonymous,EN,Business,Fail,No,No,Yes,Yes,Yes,Yes
2026-02-06 13:20:20,2026-02-06 13:20:20,IP Address,,100,576,True,2026-02-06 13:20:20,R_F_0140,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,No
2026-02-07 14:27:33,2026-02-07 14:27:33,IP Address,,100,581,True,2026-02-07 14:27:33,R_F_0141,,,,,,,anonymous,EN,Business,Pass,No,No,Yes,No,No,No
2026-02-08 15:34:46,2026-02-08 15:34:46,IP Address,,100,521,True,2026-02-08 15:34:46,R_F_0142,,,,,,,anonymous,EN,Psychology,Pass,No,No,Yes,Yes,No,Yes
2026-02-09 16:41:59,2026-02-09 16:41:59,IP Address,,100,735,True,2026-02-09 16:41:59,R_F_0143,,,,,,,anonymous,EN,Psychology,Fail,No,No,No,Yes,Yes,Yes
2026-02-10 08:48:12,2026-02-10 08:48:12,IP Address,,100,224,True,2026-02-10 08:48:12,R_F_0144,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,Yes,Yes
2026-02-11 09:55:25,2026-02-11 09:55:25,IP Address,,100,115,True,2026-02-11 09:55:25,R_F_0145,,,,,,,anonymous,EN,Psychology,Fail,No,No,Yes,Yes,Yes,Yes
2026-02-12 10:02:38,2026-02-12 10:02:38,IP Address,,100,179,True,2026-02-12 10:02:38,R_F_0146,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,Yes,No
2026-02-13 11:09:51,2026-02-13 11:09:51,IP Address,,100,351,True,2026-02-13 11:09:51,R_F_0147,,,,,,,anonymous,EN,Education,Pass,No,No,Yes,No,No,No
2026-02-14 12:16:04,2026-02-14 12:16:04,IP Address,,100,203,True,2026-02-14 12:16:04,R_F_0148,,,,,,,anonymous,EN,Psychology,Pass,No,No,Yes,No,No,No
2026-02-15 13:23:17,2026-02-15 13:23:17,IP Address,,100,479,True,2026-02-15 13:23:17,R_F_0149,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,Yes,Yes
2026-02-16 14:30:30,2026-02-16 14:30:30,IP Address,,100,659,True,2026-02-16 14:30:30,R_F_0150,,,,,,,anonymous,EN,Psychology,Fail,No,No,No,No,Yes,No
2026-02-17 15:37:43,2026-02-17 15:37:43,IP Address,,100,806,True,2026-02-17 15:37:43,R_F_0151,,,,,,,anonymous,EN,Education,Fail,No,No,Yes,No,No,No
2026-02-18 16:44:56,2026-02-18 16:44:56,IP Address,,100,87,True,2026-02-18 16:44:56,R_F_0152,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,Yes,Yes
2026-02-19 08:51:09,2026-02-19 08:51:09,IP Address,,100,822,True,2026-02-19 08:51:09,R_F_0153,,,,,,,anonymous,EN,Education,Pass,No,No,Yes,No,No,No
2026-02-20 09:58:22,2026-02-20 09:58:22,IP Address,,100,346,True,2026-02-20 09:58:22,R_F_0154,,,,,,,anonymous,EN,Education,Fail,No,No,Yes,No,No,Yes
2026-02-21 10:05:35,2026-02-21 10:05:35,IP Address,,100,571,True,2026-02-21 10:05:35,R_F_0155,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,Yes,Yes
2026-02-22 11:12:48,2026-02-22 11:12:48,IP Address,,100,842,True,2026-02-22 11:12:48,R_F_0156,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,No,Yes
2026-02-23 12:19:01,2026-02-23 12:19:01,IP Address,,100,86,True,2026-02-23 12:19:01,R_F_0157,,,,,,,anonymous,EN,Business,Pass,No,No,No,Yes,Yes,Yes
2026-02-24 13:26:14,2026-02-24 13:26:14,IP Address,,100,500,True,2026-02-24 13:26:14,R_F_0158,,,,,,,anonymous,EN,Education,Fail,No,No,Yes,Yes,Yes,Yes
2026-02-25 14:33:27,2026-02-25 14:33:27,IP Address,,100,307,True,2026-02-25 14:33:27,R_F_0159,,,,,,,anonymous,EN,Education,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-26 15:40:40,2026-02-26 15:40:40,IP Address,,100,792,True,2026-02-26 15:40:40,R_F_0160,,,,,,,anonymous,EN,Business,Pass,No,Yes,Yes,No,No,Yes
2026-02-27 16:47:53,2026-02-27 16:47:53,IP Address,,100,708,True,2026-02-27 16:47:53,R_F_0161,,,,,,,anonymous,EN,Psychology,Fail,No,No,No,Yes,Yes,Yes
2026-02-01 08:54:06,2026-02-01 08:54:06,IP Address,,100,601,True,2026-02-01 08:54:06,R_F_0162,,,,,,,anonymous,EN,Psychology,Pass,No,Yes,Yes,No,No,Yes
2026-02-02 09:01:19,2026-02-02 09:01:19,IP Address,,100,127,True,2026-02-02 09:01:19,R_F_0163,,,,,,,anonymous,EN,Business,Pass,No,Yes,Yes,No,No,Yes
2026-02-03 10:08:32,2026-02-03 10:08:32,IP Address,,100,234,True,2026-02-03 10:08:32,R_F_0164,,,,,,,anonymous,EN,Business,Pass,No,No,Yes,No,No,No
2026-02-04 11:15:45,2026-02-04 11:15:45,IP Address,,100,667,True,2026-02-04 11:15:45,R_F_0165,,,,,,,anonymous,EN,Business,Fail,No,No,Yes,No,Yes,Yes
2026-02-05 12:22:58,2026-02-05 12:22:58,IP Address,,100,402,True,2026-02-05 12:22:58,R_F_0166,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,No
2026-02-06 13:29:11,2026-02-06 13:29:11,IP Address,,100,352,True,2026-02-06 13:29:11,R_F_0167,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,Yes,Yes
2026-02-07 14:36:24,2026-02-07 14:36:24,IP Address,,100,513,True,2026-02-07 14:36:24,R_F_0168,,,,,,,anonymous,EN,Psychology,Pass,No,No,Yes,Yes,Yes,Yes
2026-02-08 15:43:37,2026-02-08 15:43:37,IP Address,,100,282,True,2026-02-08 15:43:37,R_F_0169,,,,,,,anonymous,EN,Education,Fail,No,No,Yes,No,No,No
2026-02-09 16:50:50,2026-02-09 16:50:50,IP Address,,100,772,True,2026-02-09 16:50:50,R_F_0170,,,,,,,anonymous,EN,Business,Fail,No,No,Yes,Yes,Yes,Yes
2026-02-10 08:57:03,2026-02-10 08:57:03,IP Address,,100,151,True,2026-02-10 08:57:03,R_F_0171,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-11 09:04:16,2026-02-11 09:04:16,IP Address,,100,550,True,2026-02-11 09:04:16,R_F_0172,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,Yes,Yes
2026-02-12 10:11:29,2026-02-12 10:11:29,IP Address,,100,523,True,2026-02-12 10:11:29,R_F_0173,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,No,Yes
2026-02-13 11:18:42,2026-02-13 11:18:42,IP Address,,100,648,True,2026-02-13 11:18:42,R_F_0174,,,,,,,anonymous,EN,Psychology,Fail,No,No,Yes,No,No,Yes
2026-02-14 12:25:55,2026-02-14 12:25:55,IP Address,,100,272,True,2026-02-14 12:25:55,R_F_0175,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-15 13:32:08,2026-02-15 13:32:08,IP Address,,100,137,True,2026-02-15 13:32:08,R_F_0176,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,Yes,Yes
2026-02-16 14:39:21,2026-02-16 14:39:21,IP Address,,100,361,True,2026-02-16 14:39:21,R_F_0177,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-17 15:46:34,2026-02-17 15:46:34,IP Address,,100,380,True,2026-02-17 15:46:34,R_F_0178,,,,,,,anonymous,EN,Psychology,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-18 16:53:47,2026-02-18 16:53:47,IP Address,,100,176,True,2026-02-18 16:53:47,R_F_0179,,,,,,,anonymous,EN,Education,Pass,No,No,Yes,No,No,No
2026-02-19 08:00:00,2026-02-19 08:00:00,IP Address,,100,111,True,2026-02-19 08:00:00,R_F_0180,,,,,,,anonymous,EN,Business,Fail,No,No,No,No,No,Yes
2026-02-20 09:07:13,2026-02-20 09:07:13,IP Address,,100,622,True,2026-02-20 09:07:13,R_F_0181,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,Yes,Yes
2026-02-21 10:14:26,2026-02-21 10:14:26,IP Address,,100,716,True,2026-02-21 10:14:26,R_F_0182,,,,,,,anonymous,EN,Psychology,Pass,Yes,Yes,Yes,No,No,No
2026-02-22 11:21:39,2026-02-22 11:21:39,IP Address,,100,239,True,2026-02-22 11:21:39,R_F_0183,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,Yes
2026-02-23 12:28:52,2026-02-23 12:28:52,IP Address,,100,296,True,2026-02-23 12:28:52,R_F_0184,,,,,,,anonymous,EN,Education,Pass,Yes,Yes,Yes,Yes,Yes,Yes
2026-02-24 13:35:05,2026-02-24 13:35:05,IP Address,,100,386,True,2026-02-24 13:35:05,R_F_0185,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,No
2026-02-25 14:42:18,2026-02-25 14:42:18,IP Address,,100,172,True,2026-02-25 14:42:18,R_F_0186,,,,,,,anonymous,EN,Education,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-26 15:49:31,2026-02-26 15:49:31,IP Address,,100,146,True,2026-02-26 15:49:31,R_F_0187,,,,,,,anonymous,EN,Education,Pass,No,No,Yes,No,No,Yes
2026-02-27 16:56:44,2026-02-27 16:56:44,IP Address,,100,80,True,2026-02-27 16:56:44,R_F_0188,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,Yes,Yes
2026-02-01 08:03:57,2026-02-01 08:03:57,IP Address,,100,664,True,2026-02-01 08:03:57,R_F_0189,,,,,,,anonymous,EN,Psychology,Pass,No,No,Yes,No,No,Yes
2026-02-02 09:10:10,2026-02-02 09:10:10,IP Address,,100,559,True,2026-02-02 09:10:10,R_F_0190,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-03 10:17:23,2026-02-03 10:17:23,IP Address,,100,503,True,2026-02-03 10:17:23,R_F_0191,,,,,,,anonymous,EN,Education,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-04 11:24:36,2026-02-04 11:24:36,IP Address,,100,136,True,2026-02-04 11:24:36,R_F_0192,,,,,,,anonymous,EN,Business,Pass,No,No,Yes,Yes,Yes,Yes
2026-02-05 12:31:49,2026-02-05 12:31:49,IP Address,,100,260,True,2026-02-05 12:31:49,R_F_0193,,,,,,,anonymous,EN,Education,Pass,No,Yes,Yes,No,No,No
2026-02-06 13:38:02,2026-02-06 13:38:02,IP Address,,100,737,True,2026-02-06 13:38:02,R_F_0194,,,,,,,anonymous,EN,Education,Fail,No,Yes,Yes,Yes,Yes,Yes
2026-02-07 14:45:15,2026-02-07 14:45:15,IP Address,,100,110,True,2026-02-07 14:45:15,R_F_0195,,,,,,,anonymous,EN,Education,Pass,No,No,Yes,No,No,No
2026-02-08 15:52:28,2026-02-08 15:52:28,IP Address,,100,643,True,2026-02-08 15:52:28,R_F_0196,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,Yes,Yes
2026-02-09 16:59:41,2026-02-09 16:59:41,IP Address,,100,863,True,2026-02-09 16:59:41,R_F_0197,,,,,,,anonymous,EN,Business,Pass,No,No,No,Yes,Yes,Yes
2026-02-10 08:06:54,2026-02-10 08:06:54,IP Address,,100,186,True,2026-02-10 08:06:54,R_F_0198,,,,,,,anonymous,EN,Business,Pass,No,No,No,Yes,Yes,Yes
2026-02-11 09:13:07,2026-02-11 09:13:07,IP Address,,100,869,True,2026-02-11 09:13:07,R_F_0199,,,,,,,anonymous,EN,Psychology,Pass,No,No,Yes,No,No,No
2026-02-12 10:20:20,2026-02-12 10:20:20,IP Address,,100,289,True,2026-02-12 10:20:20,R_F_0200,,,,,,,anonymous,EN,Business,Pass,No,No,Yes,Yes,Yes,Yes
2026-02-13 11:27:33,2026-02-13 11:27:33,IP Address,,100,585,True,2026-02-13 11:27:33,R_F_0201,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,Yes,Yes
2026-02-14 12:34:46,2026-02-14 12:34:46,IP Address,,100,718,True,2026-02-14 12:34:46,R_F_0202,,,,,,,anonymous,EN,Education,Fail,No,Yes,Yes,No,No,Yes
2026-02-15 13:41:59,2026-02-15 13:41:59,IP Address,,100,793,True,2026-02-15 13:41:59,R_F_0203,,,,,,,anonymous,EN,Business,Fail,No,No,Yes,Yes,Yes,Yes
2026-02-16 14:48:12,2026-02-16 14:48:12,IP Address,,100,508,True,2026-02-16 14:48:12,R_F_0204,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,No,Yes
2026-02-17 15:55:25,2026-02-17 15:55:25,IP Address,,100,888,True,2026-02-17 15:55:25,R_F_0205,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,No,Yes
2026-02-18 16:02:38,2026-02-18 16:02:38,IP Address,,100,534,True,2026-02-18 16:02:38,R_F_0206,,,,,,,anonymous,EN,Psychology,Pass,No,Yes,No,No,No,No
2026-02-19 08:09:51,2026-02-19 08:09:51,IP Address,,100,365,True,2026-02-19 08:09:51,R_F_0207,,,,,,,anonymous,EN,Business,Fail,Yes,No,No,No,No,No
2026-02-20 09:16:04,2026-02-20 09:16:04,IP Address,,100,895,True,2026-02-20 09:16:04,R_F_0208,,,,,,,anonymous,EN,Psychology,Fail,No,Yes,Yes,Yes,Yes,No
2026-02-21 10:23:17,2026-02-21 10:23:17,IP Address,,100,558,True,2026-02-21 10:23:17,R_F_0209,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,Yes,Yes
2026-02-22 11:30:30,2026-02-22 11:30:30,IP Address,,100,140,True,2026-02-22 11:30:30,R_F_0210,,,,,,,anonymous,EN,Education,Fail,No,No,Yes,No,No,No
2026-02-23 12:37:43,2026-02-23 12:37:43,IP Address,,100,383,True,2026-02-23 12:37:43,R_F_0211,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,No,No
2026-02-24 13:44:56,2026-02-24 13:44:56,IP Address,,100,202,True,2026-02-24 13:44:56,R_F_0212,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,No
2026-02-25 14:51:09,2026-02-25 14:51:09,IP Address,,100,269,True,2026-02-25 14:51:09,R_F_0213,,,,,,,anonymous,EN,Education,Fail,No,Yes,Yes,Yes,Yes,Yes
2026-02-26 15:58:22,2026-02-26 15:58:22,IP Address,,100,670,True,2026-02-26 15:58:22,R_F_0214,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,No,Yes
2026-02-27 16:05:35,2026-02-27 16:05:35,IP Address,,100,897,True,2026-02-27 16:05:35,R_F_0215,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,Yes,Yes
2026-02-01 08:12:48,2026-02-01 08:12:48,IP Address,,100,331,True,2026-02-01 08:12:48,R_F_0216,,,,,,,anonymous,EN,Psychology,Pass,No,No,Yes,No,No,No
2026-02-02 09:19:01,2026-02-02 09:19:01,IP Address,,100,476,True,2026-02-02 09:19:01,R_F_0217,,,,,,,anonymous,EN,Business,Fail,No,No,Yes,Yes,Yes,Yes
2026-02-03 10:26:14,2026-02-03 10:26:14,IP Address,,100,356,True,2026-02-03 10:26:14,R_F_0218,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,No,No
2026-02-04 11:33:27,2026-02-04 11:33:27,IP Address,,100,159,True,2026-02-04 11:33:27,R_F_0219,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-05 12:40:40,2026-02-05 12:40:40,IP Address,,100,414,True,2026-02-05 12:40:40,R_F_0220,,,,,,,anonymous,EN,Psychology,Fail,No,Yes,Yes,Yes,Yes,No
2026-02-06 13:47:53,2026-02-06 13:47:53,IP Address,,100,294,True,2026-02-06 13:47:53,R_F_0221,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,No,No
2026-02-07 14:54:06,2026-02-07 14:54:06,IP Address,,100,778,True,2026-02-07 14:54:06,R_F_0222,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,Yes,No
2026-02-08 15:01:19,2026-02-08 15:01:19,IP Address,,100,814,True,2026-02-08 15:01:19,R_F_0223,,,,,,,anonymous,EN,Psychology,Fail,No,No,No,Yes,Yes,Yes
2026-02-09 16:08:32,2026-02-09 16:08:32,IP Address,,100,233,True,2026-02-09 16:08:32,R_F_0224,,,,,,,anonymous,EN,Education,Pass,No,No,No,No,Yes,Yes
2026-02-10 08:15:45,2026-02-10 08:15:45,IP Address,,100,264,True,2026-02-10 08:15:45,R_F_0225,,,,,,,anonymous,EN,Education,Fail,Yes,No,No,Yes,Yes,Yes
2026-02-11 09:22:58,2026-02-11 09:22:58,IP Address,,100,275,True,2026-02-11 09:22:58,R_F_0226,,,,,,,anonymous,EN,Education,Fail,No,No,Yes,No,No,Yes
2026-02-12 10:29:11,2026-02-12 10:29:11,IP Address,,100,167,True,2026-02-12 10:29:11,R_F_0227,,,,,,,anonymous,EN,Psychology,Pass,No,Yes,Yes,No,No,No
2026-02-13 11:36:24,2026-02-13 11:36:24,IP Address,,100,546,True,2026-02-13 11:36:24,R_F_0228,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,No
2026-02-14 12:43:37,2026-02-14 12:43:37,IP Address,,100,801,True,2026-02-14 12:43:37,R_F_0229,,,,,,,anonymous,EN,Education,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-15 13:50:50,2026-02-15 13:50:50,IP Address,,100,886,True,2026-02-15 13:50:50,R_F_0230,,,,,,,anonymous,EN,Education,Fail,No,No,Yes,No,Yes,Yes
2026-02-16 14:57:03,2026-02-16 14:57:03,IP Address,,100,278,True,2026-02-16 14:57:03,R_F_0231,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,Yes,Yes
2026-02-17 15:04:16,2026-02-17 15:04:16,IP Address,,100,182,True,2026-02-17 15:04:16,R_F_0232,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,Yes,Yes
2026-02-18 16:11:29,2026-02-18 16:11:29,IP Address,,100,622,True,2026-02-18 16:11:29,R_F_0233,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,No,Yes
2026-02-19 08:18:42,2026-02-19 08:18:42,IP Address,,100,279,True,2026-02-19 08:18:42,R_F_0234,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,No,Yes
2026-02-20 09:25:55,2026-02-20 09:25:55,IP Address,,100,898,True,2026-02-20 09:25:55,R_F_0235,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,Yes,Yes
2026-02-21 10:32:08,2026-02-21 10:32:08,IP Address,,100,796,True,2026-02-21 10:32:08,R_F_0236,,,,,,,anonymous,EN,Education,Pass,Yes,No,No,Yes,Yes,Yes
2026-02-22 11:39:21,2026-02-22 11:39:21,IP Address,,100,570,True,2026-02-22 11:39:21,R_F_0237,,,,,,,anonymous,EN,Psychology,Pass,No,Yes,Yes,No,No,Yes
2026-02-23 12:46:34,2026-02-23 12:46:34,IP Address,,100,180,True,2026-02-23 12:46:34,R_F_0238,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,Yes,No
2026-02-24 13:53:47,2026-02-24 13:53:47,IP Address,,100,140,True,2026-02-24 13:53:47,R_F_0239,,,,,,,anonymous,EN,Education,Fail,No,No,Yes,No,No,No
2026-02-25 14:00:00,2026-02-25 14:00:00,IP Address,,100,96,True,2026-02-25 14:00:00,R_F_0240,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,No,No
2026-02-26 15:07:13,2026-02-26 15:07:13,IP Address,,100,828,True,2026-02-26 15:07:13,R_F_0241,,,,,,,anonymous,EN,Education,Pass,No,No,Yes,Yes,Yes,Yes
2026-02-27 16:14:26,2026-02-27 16:14:26,IP Address,,100,436,True,2026-02-27 16:14:26,R_F_0242,,,,,,,anonymous,EN,Education,Pass,No,No,Yes,Yes,Yes,Yes
2026-02-01 08:21:39,2026-02-01 08:21:39,IP Address,,100,763,True,2026-02-01 08:21:39,R_F_0243,,,,,,,anonymous,EN,Business,Pass,No,No,No,Yes,Yes,Yes
2026-02-02 09:28:52,2026-02-02 09:28:52,IP Address,,100,747,True,2026-02-02 09:28:52,R_F_0244,,,,,,,anonymous,EN,Education,Fail,No,Yes,Yes,No,No,No
2026-02-03 10:35:05,2026-02-03 10:35:05,IP Address,,100,190,True,2026-02-03 10:35:05,R_F_0245,,,,,,,anonymous,EN,Business,Fail,No,No,No,No,No,Yes
2026-02-04 11:42:18,2026-02-04 11:42:18,IP Address,,100,497,True,2026-02-04 11:42:18,R_F_0246,,,,,,,anonymous,EN,Business,Fail,No,No,No,No,No,Yes
2026-02-05 12:49:31,2026-02-05 12:49:31,IP Address,,100,67,True,2026-02-05 12:49:31,R_F_0247,,,,,,,anonymous,EN,Business,Pass,No,No,No,Yes,Yes,Yes
2026-02-06 13:56:44,2026-02-06 13:56:44,IP Address,,100,65,True,2026-02-06 13:56:44,R_F_0248,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,Yes,Yes
2026-02-07 14:03:57,2026-02-07 14:03:57,IP Address,,100,386,True,2026-02-07 14:03:57,R_F_0249,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,No
2026-02-08 15:10:10,2026-02-08 15:10:10,IP Address,,100,750,True,2026-02-08 15:10:10,R_F_0250,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,Yes,Yes
2026-02-09 16:17:23,2026-02-09 16:17:23,IP Address,,100,651,True,2026-02-09 16:17:23,R_F_0251,,,,,,,anonymous,EN,Business,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-10 08:24:36,2026-02-10 08:24:36,IP Address,,100,101,True,2026-02-10 08:24:36,R_F_0252,,,,,,,anonymous,EN,Education,Fail,No,Yes,Yes,No,No,No
2026-02-11 09:31:49,2026-02-11 09:31:49,IP Address,,100,487,True,2026-02-11 09:31:49,R_F_0253,,,,,,,anonymous,EN,Business,Pass,No,No,Yes,Yes,Yes,Yes
2026-02-12 10:38:02,2026-02-12 10:38:02,IP Address,,100,503,True,2026-02-12 10:38:02,R_F_0254,,,,,,,anonymous,EN,Business,Pass,Yes,No,No,No,Yes,Yes
2026-02-13 11:45:15,2026-02-13 11:45:15,IP Address,,100,531,True,2026-02-13 11:45:15,R_F_0255,,,,,,,anonymous,EN,Education,Pass,No,No,Yes,Yes,No,No
2026-02-14 12:52:28,2026-02-14 12:52:28,IP Address,,100,412,True,2026-02-14 12:52:28,R_F_0256,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-15 13:59:41,2026-02-15 13:59:41,IP Address,,100,604,True,2026-02-15 13:59:41,R_F_0257,,,,,,,anonymous,EN,Business,Pass,No,Yes,Yes,No,No,Yes
2026-02-16 14:06:54,2026-02-16 14:06:54,IP Address,,100,252,True,2026-02-16 14:06:54,R_F_0258,,,,,,,anonymous,EN,Education,Fail,No,Yes,Yes,Yes,Yes,Yes
2026-02-17 15:13:07,2026-02-17 15:13:07,IP Address,,100,797,True,2026-02-17 15:13:07,R_F_0259,,,,,,,anonymous,EN,Psychology,Fail,No,No,No,Yes,Yes,Yes
2026-02-18 16:20:20,2026-02-18 16:20:20,IP Address,,100,66,True,2026-02-18 16:20:20,R_F_0260,,,,,,,anonymous,EN,Education,Fail,No,Yes,Yes,No,Yes,Yes
2026-02-19 08:27:33,2026-02-19 08:27:33,IP Address,,100,301,True,2026-02-19 08:27:33,R_F_0261,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,Yes
2026-02-20 09:34:46,2026-02-20 09:34:46,IP Address,,100,558,True,2026-02-20 09:34:46,R_F_0262,,,,,,,anonymous,EN,Business,Fail,No,No,No,No,Yes,Yes
2026-02-21 10:41:59,2026-02-21 10:41:59,IP Address,,100,110,True,2026-02-21 10:41:59,R_F_0263,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,No,Yes
2026-02-22 11:48:12,2026-02-22 11:48:12,IP Address,,100,307,True,2026-02-22 11:48:12,R_F_0264,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,No,No
2026-02-23 12:55:25,2026-02-23 12:55:25,IP Address,,100,233,True,2026-02-23 12:55:25,R_F_0265,,,,,,,anonymous,EN,Psychology,Pass,Yes,No,Yes,Yes,Yes,Yes
2026-02-24 13:02:38,2026-02-24 13:02:38,IP Address,,100,720,True,2026-02-24 13:02:38,R_F_0266,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,Yes,Yes
2026-02-25 14:09:51,2026-02-25 14:09:51,IP Address,,100,505,True,2026-02-25 14:09:51,R_F_0267,,,,,,,anonymous,EN,Business,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-26 15:16:04,2026-02-26 15:16:04,IP Address,,100,280,True,2026-02-26 15:16:04,R_F_0268,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,No
2026-02-27 16:23:17,2026-02-27 16:23:17,IP Address,,100,230,True,2026-02-27 16:23:17,R_F_0269,,,,,,,anonymous,EN,Education,Pass,No,No,No,No,No,No
2026-02-01 08:30:30,2026-02-01 08:30:30,IP Address,,100,645,True,2026-02-01 08:30:30,R_F_0270,,,,,,,anonymous,EN,Business,Pass,No,No,Yes,Yes,Yes,Yes
2026-02-02 09:37:43,2026-02-02 09:37:43,IP Address,,100,713,True,2026-02-02 09:37:43,R_F_0271,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,Yes,Yes
2026-02-03 10:44:56,2026-02-03 10:44:56,IP Address,,100,524,True,2026-02-03 10:44:56,R_F_0272,,,,,,,anonymous,EN,Education,Pass,No,No,No,No,No,Yes
2026-02-04 11:51:09,2026-02-04 11:51:09,IP Address,,100,380,True,2026-02-04 11:51:09,R_F_0273,,,,,,,anonymous,EN,Education,Pass,No,No,No,No,No,No
2026-02-05 12:58:22,2026-02-05 12:58:22,IP Address,,100,591,True,2026-02-05 12:58:22,R_F_0274,,,,,,,anonymous,EN,Education,Fail,Yes,Yes,Yes,No,No,No
2026-02-06 13:05:35,2026-02-06 13:05:35,IP Address,,100,603,True,2026-02-06 13:05:35,R_F_0275,,,,,,,anonymous,EN,Business,Pass,No,No,Yes,No,Yes,Yes
2026-02-07 14:12:48,2026-02-07 14:12:48,IP Address,,100,829,True,2026-02-07 14:12:48,R_F_0276,,,,,,,anonymous,EN,Education,Fail,No,Yes,Yes,Yes,Yes,Yes
2026-02-08 15:19:01,2026-02-08 15:19:01,IP Address,,100,74,True,2026-02-08 15:19:01,R_F_0277,,,,,,,anonymous,EN,Psychology,Pass,No,No,Yes,Yes,Yes,Yes
